id,created,modified,user_id,followed_user_id,is_deleted
216,2020-11-17 10:58:27.025 +0900,2020-11-17 10:58:27.025 +0900,49,622,False
217,2020-11-17 18:57:51.033 +0900,2020-11-17 18:57:51.034 +0900,49,677,False
218,2020-12-08 11:36:10.907 +0900,2020-12-08 11:36:10.907 +0900,677,45,False
219,2020-12-09 14:51:10.576 +0900,2020-12-09 14:51:10.576 +0900,45,677,False
220,2021-01-04 15:35:21.857 +0900,2021-01-04 15:35:21.857 +0900,764,518,False
221,2021-01-06 15:45:04.812 +0900,2021-01-06 15:45:04.812 +0900,788,49,False
222,2021-01-06 17:49:02.057 +0900,2021-01-06 17:49:02.057 +0900,49,788,False
223,2021-01-09 15:35:13.777 +0900,2021-01-09 15:35:13.777 +0900,49,618,False
224,2021-01-09 15:35:30.502 +0900,2021-01-09 15:35:30.503 +0900,618,49,False
225,2021-01-18 20:54:55.500 +0900,2021-01-18 20:54:55.500 +0900,824,49,False
226,2021-01-18 20:55:40.065 +0900,2021-01-18 20:55:40.065 +0900,49,824,False
227,2021-01-19 15:00:25.759 +0900,2021-01-19 15:00:25.760 +0900,660,17,False
228,2021-01-20 10:31:30.757 +0900,2021-01-20 10:31:30.758 +0900,660,666,False
229,2021-01-20 10:53:25.895 +0900,2021-01-20 10:53:25.896 +0900,666,660,False
230,2021-01-20 10:53:46.552 +0900,2021-01-20 10:53:46.553 +0900,666,717,False
231,2021-01-22 13:47:34.603 +0900,2021-01-22 13:47:34.603 +0900,717,666,False
232,2021-01-22 13:48:05.062 +0900,2021-01-22 13:48:05.062 +0900,717,660,False
233,2021-01-24 15:08:58.853 +0900,2021-01-24 15:08:58.853 +0900,49,717,False
234,2021-01-24 15:09:55.458 +0900,2021-01-24 15:09:55.459 +0900,49,623,False
235,2021-01-24 16:02:35.536 +0900,2021-01-24 16:02:35.537 +0900,717,49,False
236,2021-01-25 11:02:37.941 +0900,2021-01-25 11:02:37.942 +0900,660,717,False
237,2021-01-25 11:04:16.880 +0900,2021-01-25 11:04:16.880 +0900,660,19,False
238,2021-01-25 11:11:50.548 +0900,2021-01-25 11:11:50.548 +0900,49,660,False
240,2021-01-26 10:09:03.776 +0900,2021-01-26 10:09:03.776 +0900,677,49,False
241,2021-01-26 10:27:53.123 +0900,2021-01-26 10:27:53.123 +0900,660,648,False
247,2021-01-26 12:37:41.198 +0900,2021-01-26 12:37:41.198 +0900,49,745,False
249,2021-01-29 16:32:48.492 +0900,2021-01-29 16:32:48.493 +0900,49,790,False
250,2021-02-03 12:23:42.097 +0900,2021-02-03 12:23:42.097 +0900,677,518,False
252,2021-02-03 12:29:37.188 +0900,2021-02-03 12:29:37.188 +0900,745,803,False
253,2021-02-03 14:29:08.148 +0900,2021-02-03 14:29:08.148 +0900,49,648,False
254,2021-02-09 21:26:32.963 +0900,2021-02-09 21:26:32.964 +0900,49,615,False
255,2021-02-09 23:02:07.240 +0900,2021-02-09 23:02:07.240 +0900,615,49,False
257,2021-02-16 13:00:23.826 +0900,2021-02-16 13:00:23.826 +0900,913,20,False
258,2021-02-16 13:00:57.450 +0900,2021-02-16 13:00:57.451 +0900,913,49,False
259,2021-02-17 11:02:55.620 +0900,2021-02-17 11:02:55.620 +0900,677,893,False
260,2021-02-17 11:05:02.897 +0900,2021-02-17 11:05:02.897 +0900,677,910,False
261,2021-02-17 11:11:17.481 +0900,2021-02-17 11:11:17.481 +0900,677,745,False
262,2021-02-18 12:01:07.089 +0900,2021-02-18 12:01:07.090 +0900,803,49,False
263,2021-02-23 11:24:39.987 +0900,2021-02-23 11:24:39.987 +0900,784,49,False
264,2021-03-03 18:07:44.316 +0900,2021-03-03 18:07:44.317 +0900,49,784,False
265,2021-03-03 18:08:26.929 +0900,2021-03-03 18:08:26.929 +0900,910,49,False
266,2021-03-03 18:08:37.560 +0900,2021-03-03 18:08:37.560 +0900,910,17,False
267,2021-03-03 18:08:38.473 +0900,2021-03-03 18:08:38.473 +0900,904,17,False
268,2021-03-04 10:06:08.506 +0900,2021-03-04 10:06:08.507 +0900,893,49,False
269,2021-03-08 15:46:20.166 +0900,2021-03-08 15:46:20.166 +0900,910,677,False
270,2021-03-16 13:33:41.562 +0900,2021-03-16 13:33:41.563 +0900,49,913,False
271,2021-03-16 13:33:42.353 +0900,2021-03-16 13:33:42.353 +0900,49,910,False
273,2021-03-16 13:36:54.072 +0900,2021-03-16 13:36:54.073 +0900,989,49,False
275,2021-03-24 20:39:31.332 +0900,2021-03-24 20:39:31.332 +0900,677,918,False
278,2021-04-14 13:19:50.251 +0900,2021-04-14 13:19:50.251 +0900,49,361,False
279,2021-05-01 13:34:39.812 +0900,2021-05-01 13:34:39.812 +0900,1027,1026,False
280,2021-05-01 13:36:25.433 +0900,2021-05-01 13:36:25.433 +0900,1026,1027,False
281,2021-05-07 16:44:51.115 +0900,2021-05-07 16:44:51.115 +0900,910,904,False
282,2021-05-11 18:03:32.361 +0900,2021-05-11 18:03:32.362 +0900,971,49,False
283,2021-05-11 18:03:42.348 +0900,2021-05-11 18:03:42.349 +0900,971,910,False
285,2021-05-11 18:03:48.959 +0900,2021-05-11 18:03:48.959 +0900,971,677,False
287,2021-05-11 18:04:05.518 +0900,2021-05-11 18:04:05.519 +0900,971,518,False
288,2021-05-11 18:04:58.125 +0900,2021-05-11 18:04:58.125 +0900,910,971,False
289,2021-05-11 18:05:20.954 +0900,2021-05-11 18:05:20.954 +0900,971,745,False
290,2021-05-11 18:05:39.333 +0900,2021-05-11 18:05:39.334 +0900,971,803,False
292,2021-05-11 18:07:46.685 +0900,2021-05-11 18:07:46.685 +0900,971,893,False
293,2021-05-14 14:48:38.084 +0900,2021-05-14 14:48:38.085 +0900,904,971,False
294,2021-05-14 14:48:40.376 +0900,2021-05-14 14:48:40.376 +0900,904,910,False
295,2021-05-14 15:18:32.616 +0900,2021-05-14 15:18:32.616 +0900,717,648,False
297,2021-05-15 00:55:51.496 +0900,2021-05-15 00:55:51.497 +0900,1051,910,False
298,2021-05-15 22:16:08.739 +0900,2021-05-15 22:16:08.739 +0900,893,910,False
299,2021-05-15 22:16:10.815 +0900,2021-05-15 22:16:10.815 +0900,893,904,False
300,2021-05-15 22:16:29.250 +0900,2021-05-15 22:16:29.250 +0900,893,677,False
301,2021-05-15 22:16:30.717 +0900,2021-05-15 22:16:30.717 +0900,893,971,False
302,2021-05-17 16:54:41.748 +0900,2021-05-17 16:54:41.748 +0900,910,893,False
316,2021-05-17 23:04:39.566 +0900,2021-05-17 23:04:39.566 +0900,972,677,False
317,2021-05-17 23:04:44.909 +0900,2021-05-17 23:04:44.909 +0900,972,49,False
318,2021-05-17 23:04:49.461 +0900,2021-05-17 23:04:49.461 +0900,972,971,False
319,2021-05-18 10:34:52.453 +0900,2021-05-18 10:34:52.454 +0900,1037,972,False
320,2021-05-18 11:34:40.470 +0900,2021-05-18 11:34:40.470 +0900,1037,989,False
321,2021-05-18 11:35:19.946 +0900,2021-05-18 11:35:19.946 +0900,1037,49,False
322,2021-05-18 11:35:26.885 +0900,2021-05-18 11:35:26.885 +0900,1037,971,False
323,2021-05-18 11:35:28.258 +0900,2021-05-18 11:35:28.259 +0900,1037,893,False
324,2021-05-18 11:35:29.664 +0900,2021-05-18 11:35:29.665 +0900,1037,910,False
325,2021-05-18 11:35:31.869 +0900,2021-05-18 11:35:31.869 +0900,1037,803,False
326,2021-05-18 11:35:33.878 +0900,2021-05-18 11:35:33.879 +0900,1037,745,False
327,2021-05-18 11:35:35.822 +0900,2021-05-18 11:35:35.823 +0900,1037,518,False
328,2021-05-18 13:30:15.555 +0900,2021-05-18 13:30:15.556 +0900,971,1037,False
329,2021-05-18 13:30:17.442 +0900,2021-05-18 13:30:17.443 +0900,971,972,False
330,2021-05-18 20:31:17.008 +0900,2021-05-18 20:31:17.008 +0900,1043,1047,False
332,2021-05-18 20:32:04.354 +0900,2021-05-18 20:32:04.354 +0900,1043,1045,False
333,2021-05-18 20:32:16.986 +0900,2021-05-18 20:32:16.986 +0900,1043,1046,False
334,2021-05-18 20:32:22.915 +0900,2021-05-18 20:32:22.916 +0900,1046,1043,False
335,2021-05-18 20:32:31.740 +0900,2021-05-18 20:32:31.740 +0900,1047,1043,False
336,2021-05-18 20:33:23.021 +0900,2021-05-18 20:33:23.021 +0900,1047,1046,False
338,2021-05-18 20:38:44.387 +0900,2021-05-18 20:38:44.387 +0900,1046,1047,False
339,2021-05-20 10:00:11.392 +0900,2021-05-20 10:00:11.393 +0900,1045,1043,False
340,2021-05-21 10:07:50.997 +0900,2021-05-21 10:07:50.997 +0900,745,677,False
341,2021-05-21 10:07:52.300 +0900,2021-05-21 10:07:52.300 +0900,745,1037,False
342,2021-05-21 10:07:53.681 +0900,2021-05-21 10:07:53.681 +0900,745,971,False
343,2021-05-21 12:11:48.617 +0900,2021-05-21 12:11:48.618 +0900,910,1037,False
344,2021-05-23 00:57:27.813 +0900,2021-05-23 00:57:27.814 +0900,910,981,False
348,2021-05-23 19:39:46.338 +0900,2021-05-23 19:39:46.338 +0900,910,1089,False
349,2021-05-23 19:39:56.734 +0900,2021-05-23 19:39:56.735 +0900,1089,910,False
350,2021-05-24 09:15:29.095 +0900,2021-05-24 09:15:29.096 +0900,1047,1045,False
351,2021-05-24 12:33:51.644 +0900,2021-05-24 12:33:51.645 +0900,989,971,False
352,2021-05-24 12:33:53.233 +0900,2021-05-24 12:33:53.233 +0900,989,1037,False
353,2021-05-24 13:21:25.676 +0900,2021-05-24 13:21:25.677 +0900,1058,1046,False
354,2021-05-24 13:21:27.448 +0900,2021-05-24 13:21:27.449 +0900,1058,1045,False
355,2021-05-24 13:21:28.843 +0900,2021-05-24 13:21:28.843 +0900,1058,1047,False
356,2021-05-25 13:07:48.348 +0900,2021-05-25 13:07:48.349 +0900,989,1042,False
358,2021-05-27 12:18:07.684 +0900,2021-05-27 12:18:07.684 +0900,971,989,False
360,2021-05-28 10:07:26.932 +0900,2021-05-28 10:07:26.932 +0900,989,1059,False
361,2021-05-28 10:07:52.673 +0900,2021-05-28 10:07:52.673 +0900,989,1045,False
362,2021-05-28 10:08:12.743 +0900,2021-05-28 10:08:12.743 +0900,989,1046,False
363,2021-05-28 17:42:34.936 +0900,2021-05-28 17:42:34.937 +0900,910,1051,False
364,2021-05-31 15:10:42.876 +0900,2021-05-31 15:10:42.876 +0900,1020,989,False
366,2021-06-03 10:49:51.948 +0900,2021-06-03 10:49:51.948 +0900,677,971,False
367,2021-06-03 11:37:04.905 +0900,2021-06-03 11:37:04.906 +0900,1045,989,False
368,2021-06-03 11:37:06.663 +0900,2021-06-03 11:37:06.663 +0900,1045,1047,False
369,2021-06-03 11:37:08.449 +0900,2021-06-03 11:37:08.449 +0900,1045,1058,False
370,2021-06-03 15:25:19.738 +0900,2021-06-03 15:25:19.739 +0900,677,972,False
371,2021-06-03 15:27:49.516 +0900,2021-06-03 15:27:49.517 +0900,989,1020,False
372,2021-06-03 17:02:51.798 +0900,2021-06-03 17:02:51.798 +0900,989,494,False
373,2021-06-03 20:40:26.173 +0900,2021-06-03 20:40:26.173 +0900,893,1037,False
374,2021-06-04 11:46:03.744 +0900,2021-06-04 11:46:03.744 +0900,677,514,False
375,2021-06-04 11:46:10.473 +0900,2021-06-04 11:46:10.474 +0900,677,904,False
376,2021-06-04 11:46:12.411 +0900,2021-06-04 11:46:12.411 +0900,677,17,False
377,2021-06-04 11:46:32.894 +0900,2021-06-04 11:46:32.894 +0900,677,1037,False
378,2021-06-09 15:19:35.414 +0900,2021-06-09 15:19:35.414 +0900,1122,49,False
379,2021-06-11 08:55:50.299 +0900,2021-06-11 08:55:50.299 +0900,1059,1043,False
380,2021-06-11 08:56:00.828 +0900,2021-06-11 08:56:00.828 +0900,1059,1047,False
381,2021-06-11 08:56:09.706 +0900,2021-06-11 08:56:09.706 +0900,1059,1046,False
382,2021-06-11 08:56:30.403 +0900,2021-06-11 08:56:30.404 +0900,1059,1058,False
396,2021-06-14 19:05:04.924 +0900,2021-06-14 19:05:04.924 +0900,518,1037,False
397,2021-06-14 19:05:06.397 +0900,2021-06-14 19:05:06.397 +0900,518,677,False
398,2021-06-14 19:05:08.438 +0900,2021-06-14 19:05:08.438 +0900,518,971,False
399,2021-06-14 19:05:11.557 +0900,2021-06-14 19:05:11.557 +0900,518,49,False
403,2021-06-15 19:47:15.159 +0900,2021-06-15 19:47:15.160 +0900,1059,1045,False
404,2021-06-16 16:34:24.957 +0900,2021-06-16 16:34:24.957 +0900,1024,49,False
405,2021-06-16 16:34:33.827 +0900,2021-06-16 16:34:33.828 +0900,1024,677,False
406,2021-06-16 16:34:44.994 +0900,2021-06-16 16:34:44.994 +0900,1024,989,False
407,2021-06-16 16:34:54.631 +0900,2021-06-16 16:34:54.632 +0900,1024,971,False
